Country,Year,life,population,child_mortality,gdp,region
Canada,1997,78.61,29850242,6.5,33310,America
Canada,1998,78.83,30113972,6.4,34389,America
Canada,1999,79.05,30383823,6.3,35810,America
Canada,2000,79.41,30667365,6.2,37314,America
Canada,2001,79.65,30967236,6.2,37563,America
Canada,2002,79.77,31281727,6.2,38270,America
Canada,2003,79.95,31608562,6.1,38621,America
Canada,2004,80.25,31943605,6.1,39436,America
Canada,2005,80.36,32283413,6.1,40284,America
Canada,2006,80.78,32627978,6,41012,America
Canada,2007,80.592,32977334,5.9,41432,America
Canada,2008,80.743,33327954,5.8,41468,America
Canada,2009,80.814,33675448,5.7,39884,America
Canada,2010,80.986,34016593,5.6,40773,America
Canada,2011,81.157,34349561,5.4,41567,America
Canada,2012,81.323,34674708,5.3,41865,America
Canada,2013,81.482,34993747,5.2,42213,America
Cape Verde,1964,49.505,233809,188,895,Sub-Saharan Africa
Cape Verde,1965,49.686,240301,186.19,905,Sub-Saharan Africa
Cape Verde,1966,49.959,246724,184.39,915,Sub-Saharan Africa
Cape Verde,1967,50.344,253087,182.61,923,Sub-Saharan Africa
Cape Verde,1968,50.851,259610,180.85,930,Sub-Saharan Africa
Cape Verde,1969,51.479,266624,179.1,936,Sub-Saharan Africa
Cape Verde,1970,52.213,274282,164.3,942,Sub-Saharan Africa
Cape Verde,1971,53.031,282888,150.7,856,Sub-Saharan Africa
Cape Verde,1972,53.893,292150,138.5,805,Sub-Saharan Africa
Cape Verde,1973,54.766,300922,127.6,788,Sub-Saharan Africa
Cape Verde,1974,55.628,307657,118,757,Sub-Saharan Africa
Cape Verde,1975,56.465,311349,109.5,771,Sub-Saharan Africa
Cape Verde,1976,57.272,311403,102.3,759,Sub-Saharan Africa
Cape Verde,1977,58.057,308423,96.3,749,Sub-Saharan Africa
Cape Verde,1978,58.827,304077,91.4,814,Sub-Saharan Africa
Cape Verde,1979,59.579,300726,87.7,886,Sub-Saharan Africa
Cape Verde,1980,60.314,300047,85.2,1189,Sub-Saharan Africa
Cape Verde,1981,61.036,302737,83.7,1269,Sub-Saharan Africa
Cape Verde,1982,61.746,308230,82.6,1276,Sub-Saharan Africa
Cape Verde,1983,62.442,315410,81.6,1366,Sub-Saharan Africa
Cape Verde,1984,63.116,322560,80.2,1385,Sub-Saharan Africa
Cape Verde,1985,63.755,328481,78,1469,Sub-Saharan Africa
Cape Verde,1986,64.341,332775,75.1,1474,Sub-Saharan Africa
Cape Verde,1987,64.865,335966,71.8,1538,Sub-Saharan Africa
Cape Verde,1988,65.326,338857,68.2,1546,Sub-Saharan Africa
Cape Verde,1989,65.727,342646,65.1,1589,Sub-Saharan Africa
Cape Verde,1990,66.081,348165,62.8,1609,Sub-Saharan Africa
Cape Verde,1991,66.401,355655,61.2,1597,Sub-Saharan Africa
Cape Verde,1992,66.709,364727,60.3,1728,Sub-Saharan Africa
Cape Verde,1993,67.022,374820,59.6,1827,Sub-Saharan Africa
Cape Verde,1994,67.354,385101,58.6,2120,Sub-Saharan Africa
Cape Verde,1995,67.712,394946,56.6,2361,Sub-Saharan Africa
Cape Verde,1996,68.1,404166,53.5,2568,Sub-Saharan Africa
Cape Verde,1997,68.511,412893,49.3,2794,Sub-Saharan Africa
Cape Verde,1998,68.939,421203,44.3,3082,Sub-Saharan Africa
Cape Verde,1999,69.381,429278,39.4,3363,Sub-Saharan Africa
Cape Verde,2000,69.835,437238,35.2,3772,Sub-Saharan Africa
Cape Verde,2001,70.296,445096,31.8,3784,Sub-Saharan Africa
Cape Verde,2002,70.761,452740,29.5,3910,Sub-Saharan Africa
Cape Verde,2003,71.223,460031,28.3,4006,Sub-Saharan Africa
Cape Verde,2004,71.678,466784,27.7,4352,Sub-Saharan Africa
Cape Verde,2005,72.121,472883,27.7,4604,Sub-Saharan Africa
Cape Verde,2006,72.548,478267,28,4937,Sub-Saharan Africa
Cape Verde,2007,72.959,483023,28.3,5666,Sub-Saharan Africa
Cape Verde,2008,73.354,487371,28.4,6031,Sub-Saharan Africa
Cape Verde,2009,73.733,491621,28.3,5941,Sub-Saharan Africa
Cape Verde,2010,74.094,495999,27.9,6005,Sub-Saharan Africa
Cape Verde,2011,74.439,500585,27.3,6206,Sub-Saharan Africa
Cape Verde,2012,74.771,505335,26.6,6224,Sub-Saharan Africa
Cape Verde,2013,75.093,510213,25.9,6232,Sub-Saharan Africa
Central African Rep.,1964,38.234,1616524,,,Sub-Saharan Africa
Central African Rep.,1965,38.735,1648838,,,Sub-Saharan Africa
Central African Rep.,1966,39.282,1682880,,,Sub-Saharan Africa
Central African Rep.,1967,39.878,1718560,,,Sub-Saharan Africa
Central African Rep.,1968,40.523,1755258,,,Sub-Saharan Africa
Central African Rep.,1969,41.213,1792147,,,Sub-Saharan Africa
Central African Rep.,1970,41.948,1828709,,,Sub-Saharan Africa
Central African Rep.,1971,42.728,1864764,,,Sub-Saharan Africa
Central African Rep.,1972,43.539,1900723,,,Sub-Saharan Africa
Central African Rep.,1973,44.359,1937410,,,Sub-Saharan Africa
Central African Rep.,1974,45.168,1975985,,,Sub-Saharan Africa
Central African Rep.,1975,45.945,2017362,,,Sub-Saharan Africa
Central African Rep.,1976,46.672,2061466,,,Sub-Saharan Africa
Central African Rep.,1977,47.332,2108232,,,Sub-Saharan Africa
Central African Rep.,1978,47.907,2158547,,,Sub-Saharan Africa
Central African Rep.,1979,48.38,2213492,,,Sub-Saharan Africa
Central African Rep.,1980,48.726,2273630,,,Sub-Saharan Africa
Central African Rep.,1981,48.93,2339759,,,Sub-Saharan Africa
Central African Rep.,1982,48.993,2411176,,,Sub-Saharan Africa
Central African Rep.,1983,48.927,2485120,,,Sub-Saharan Africa
Central African Rep.,1984,48.742,2557808,,,Sub-Saharan Africa
Central African Rep.,1985,48.446,2626638,,,Sub-Saharan Africa
Central African Rep.,1986,48.054,2690250,,,Sub-Saharan Africa
Central African Rep.,1987,47.589,2749702,,,Sub-Saharan Africa
Central African Rep.,1988,47.082,2807768,,,Sub-Saharan Africa
Central African Rep.,1989,46.561,2868515,,,Sub-Saharan Africa
Central African Rep.,1990,46.051,2934777,,,Sub-Saharan Africa
Central African Rep.,1991,45.574,3007347,,,Sub-Saharan Africa
Central African Rep.,1992,45.137,3084958,,,Sub-Saharan Africa
Central African Rep.,1993,44.75,3165869,,,Sub-Saharan Africa
Central African Rep.,1994,44.426,3247456,,,Sub-Saharan Africa
Central African Rep.,1995,44.168,3327710,,,Sub-Saharan Africa
Central African Rep.,1996,43.974,3406451,,,Sub-Saharan Africa
Central African Rep.,1997,43.833,3484027,,,Sub-Saharan Africa
Central African Rep.,1998,43.742,3559604,,,Sub-Saharan Africa
Central African Rep.,1999,43.703,3632287,,,Sub-Saharan Africa
Central African Rep.,2000,43.727,3701607,,,Sub-Saharan Africa
Central African Rep.,2001,43.824,3767068,,,Sub-Saharan Africa
Central African Rep.,2002,44.001,3829238,,,Sub-Saharan Africa
Central African Rep.,2003,44.262,3890075,,,Sub-Saharan Africa
Central African Rep.,2004,44.607,3952281,,,Sub-Saharan Africa
Central African Rep.,2005,45.035,4017880,,,Sub-Saharan Africa
Central African Rep.,2006,45.547,4087534,,,Sub-Saharan Africa
Central African Rep.,2007,46.131,4160940,,,Sub-Saharan Africa
Central African Rep.,2008,46.769,4237961,,,Sub-Saharan Africa
Central African Rep.,2009,47.445,4318128,,,Sub-Saharan Africa
Central African Rep.,2010,48.139,4401051,,,Sub-Saharan Africa
Central African Rep.,2011,48.834,4486837,,,Sub-Saharan Africa
Central African Rep.,2012,49.517,4575586,,,Sub-Saharan Africa
Central African Rep.,2013,50.179,4666833,,,Sub-Saharan Africa
Chad,1964,39.066,3219259,272.01,1409,Sub-Saharan Africa
Chad,1965,39.351,3288547,270.28,1387,Sub-Saharan Africa
Chad,1966,39.671,3357972,268.57,1334,Sub-Saharan Africa
Chad,1967,40.032,3427888,266.86,1315,Sub-Saharan Africa
Chad,1968,40.435,3499681,265.17,1281,Sub-Saharan Africa
Chad,1969,40.873,3575273,263.48,1341,Sub-Saharan Africa
Chad,1970,41.331,3655905,259.62,1338,Sub-Saharan Africa
Chad,1971,41.79,3742580,255.96,1334,Sub-Saharan Africa
Chad,1972,42.229,3834574,252.3,1216,Sub-Saharan Africa
Chad,1973,42.635,3929341,251,1131,Sub-Saharan Africa
Chad,1974,43,4023300,249.5,1258,Sub-Saharan Africa
Chad,1975,43.325,4114094,248.1,1441,Sub-Saharan Africa
Chad,1976,43.618,4201073,246.7,1387,Sub-Saharan Africa
Chad,1977,43.894,4285738,245.3,1253,Sub-Saharan Africa
Chad,1978,44.164,4370560,243.7,1217,Sub-Saharan Africa
Chad,1979,44.431,4459072,242,946,Sub-Saharan Africa
Chad,1980,44.699,4554089,240.1,891,Sub-Saharan Africa
Chad,1981,44.967,4656116,238.1,880,Sub-Saharan Africa
Chad,1982,45.229,4765160,236,884,Sub-Saharan Africa
Chad,1983,45.478,4882913,233.5,983,Sub-Saharan Africa
Chad,1984,45.711,5011242,230.9,994,Sub-Saharan Africa
Chad,1985,45.916,5151339,228.2,1202,Sub-Saharan Africa
Chad,1986,46.084,5304490,225.5,1122,Sub-Saharan Africa
Chad,1987,46.211,5470211,222.8,1058,Sub-Saharan Africa
Chad,1988,46.299,5645708,220.1,1185,Sub-Saharan Africa
Chad,1989,46.351,5826974,217.3,1221,Sub-Saharan Africa
Chad,1990,46.375,6011224,214.6,1111,Sub-Saharan Africa
Chad,1991,46.382,6197766,212,1169,Sub-Saharan Africa
Chad,1992,46.385,6387856,209.4,1223,Sub-Saharan Africa
Chad,1993,46.395,6583079,207,999,Sub-Saharan Africa
Chad,1994,46.419,6785842,204.8,1066,Sub-Saharan Africa
Chad,1995,46.455,6998108,202.7,1044,Sub-Saharan Africa
Chad,1996,46.499,7219081,200.6,1032,Sub-Saharan Africa
Chad,1997,46.543,7448585,198.3,1054,Sub-Saharan Africa
Chad,1998,46.587,7689836,195.8,1090,Sub-Saharan Africa
Chad,1999,46.639,7946982,193,1045,Sub-Saharan Africa
Chad,2000,46.708,8222327,190.2,998,Sub-Saharan Africa
Chad,2001,46.809,8517944,187.3,1073,Sub-Saharan Africa
Chad,2002,46.952,8831199,184.6,1120,Sub-Saharan Africa
Chad,2003,47.146,9153893,181.9,1237,Sub-Saharan Africa
Chad,2004,47.393,9474792,179.4,1592,Sub-Saharan Africa
Chad,2005,47.696,9785902,177,1803,Sub-Saharan Africa
Chad,2006,48.053,10084087,174.6,1755,Sub-Saharan Africa
Chad,2007,48.452,10371839,171.5,1755,Sub-Saharan Africa
Chad,2008,48.881,10653762,168,1753,Sub-Saharan Africa
Chad,2009,49.332,10937089,164,1772,Sub-Saharan Africa
Chad,2010,49.794,11227208,160.1,1953,Sub-Saharan Africa
Chad,2011,50.259,11525496,156,1896,Sub-Saharan Africa
Chad,2012,50.724,11830573,151.6,2003,Sub-Saharan Africa
Chad,2013,51.182,12141876,147.1,2055,Sub-Saharan Africa
Channel Islands,1964,71.143,113765,,,Europe & Central Asia
Channel Islands,1965,71.265,114974,,,Europe & Central Asia
Channel Islands,1966,71.391,116200,,,Europe & Central Asia
Channel Islands,1967,71.512,117437,,,Europe & Central Asia
Channel Islands,1968,71.623,118676,,,Europe & Central Asia
Channel Islands,1969,71.726,119910,,,Europe & Central Asia
Channel Islands,1970,71.823,121126,,,Europe & Central Asia
Channel Islands,1971,71.919,122338,,,Europe & Central Asia
Channel Islands,1972,72.02,123534,,,Europe & Central Asia
Channel Islands,1973,72.133,124649,,,Europe & Central Asia
Channel Islands,1974,72.261,125599,,,Europe & Central Asia
Channel Islands,1975,72.409,126335,,,Europe & Central Asia
Channel Islands,1976,72.58,126821,,,Europe & Central Asia
Channel Islands,1977,72.773,127101,,,Europe & Central Asia
Channel Islands,1978,72.983,127299,,,Europe & Central Asia
Channel Islands,1979,73.208,127585,,,Europe & Central Asia
Channel Islands,1980,73.439,128085,23.13,,Europe & Central Asia
Channel Islands,1981,73.668,128828,22.39,,Europe & Central Asia
Channel Islands,1982,73.89,129777,21.67,,Europe & Central Asia
Channel Islands,1983,74.101,130905,21,,Europe & Central Asia
Channel Islands,1984,74.3,132156,20.38,,Europe & Central Asia
Channel Islands,1985,74.49,133482,19.8,,Europe & Central Asia
Channel Islands,1986,74.678,134898,19.26,,Europe & Central Asia
Channel Islands,1987,74.871,136394,18.73,,Europe & Central Asia
Channel Islands,1988,75.074,137856,18.2,,Europe & Central Asia
Channel Islands,1989,75.287,139136,17.67,,Europe & Central Asia
Channel Islands,1990,75.507,140137,17.15,,Europe & Central Asia
Channel Islands,1991,75.726,140804,16.64,,Europe & Central Asia
Channel Islands,1992,75.94,141179,16.16,,Europe & Central Asia
Channel Islands,1993,76.143,141384,15.7,,Europe & Central Asia
Channel Islands,1994,76.338,141594,15.28,,Europe & Central Asia
Channel Islands,1995,76.528,141934,14.89,,Europe & Central Asia
Channel Islands,1996,76.72,142448,14.51,,Europe & Central Asia
Channel Islands,1997,76.921,143102,14.12,,Europe & Central Asia
Channel Islands,1998,77.136,143847,13.74,,Europe & Central Asia
Channel Islands,1999,77.366,144607,13.34,,Europe & Central Asia
Channel Islands,2000,77.612,145330,12.93,,Europe & Central Asia
Channel Islands,2001,77.871,145995,12.51,,Europe & Central Asia
Channel Islands,2002,78.139,146626,12.08,,Europe & Central Asia
Channel Islands,2003,78.407,147262,11.66,,Europe & Central Asia
Channel Islands,2004,78.672,147963,11.26,,Europe & Central Asia
Channel Islands,2005,78.925,148763,10.88,,Europe & Central Asia
Channel Islands,2006,79.16,149682,10.54,,Europe & Central Asia
Channel Islands,2007,79.375,150689,10.24,,Europe & Central Asia
Channel Islands,2008,79.57,151705,9.97,,Europe & Central Asia
Channel Islands,2009,79.745,152618,9.75,,Europe & Central Asia
Channel Islands,2010,79.902,153352,9.57,,Europe & Central Asia
Channel Islands,2011,80.047,153876,9.41,,Europe & Central Asia
Channel Islands,2012,80.186,154218,9.27,,Europe & Central Asia
Channel Islands,2013,80.324,154432,9.13,,Europe & Central Asia
Chile,1964,58.756,8457066,126.8,6537,America
Chile,1965,59.258,8655738,115.9,6451,America
Chile,1966,59.782,8849016,104.5,7026,America
Chile,1967,60.321,9037026,94.1,7114,America
Chile,1968,60.874,9220343,86.2,7231,America
Chile,1969,61.441,9400225,81.7,7364,America
Chile,1970,62.024,9577572,79.6,7382,America
Chile,1971,62.631,9752949,78.4,7906,America
Chile,1972,63.266,9925950,77,7674,America
Chile,1973,63.931,10095485,74.6,7123,America
Chile,1974,64.622,10260027,70.6,7070,America
Chile,1975,65.339,10418880,64.7,6058,America
Chile,1976,66.081,10571597,57.1,6168,America
Chile,1977,66.839,10719748,48.8,6675,America
Chile,1978,67.6,10867152,41.7,7122,America
Chile,1979,68.35,11018910,36.8,7603,America
Chile,1980,69.07,11178817,33.2,8088,America
Chile,1981,69.742,11348442,30.1,8454,America
Chile,1982,70.357,11527274,27,7182,America
Chile,1983,70.91,11714442,24.6,6867,America
Chile,1984,71.401,11908189,23.1,7160,America
Chile,1985,71.833,12107225,22.4,7193,America
Chile,1986,72.218,12310666,22.1,7483,America
Chile,1987,72.571,12518930,21.9,7851,America
Chile,1988,72.909,12733409,21.4,8288,America
Chile,1989,73.238,12956088,20.4,9016,America
Chile,1990,73.56,13187821,19.1,9193,America
Chile,1991,73.871,13429315,17.7,9747,America
Chile,1992,74.56,13678373,16.4,10744,America
Chile,1993,74.64,13929390,15.1,11287,America
Chile,1994,75.12,14174890,14,11725,America
Chile,1995,75.04,14409416,13.1,12759,America
Chile,1996,75.36,14630769,12.5,13498,America
Chile,1997,75.93,14840038,12.2,14186,America
Chile,1998,76.05,15039162,12,14450,America
Chile,1999,76.25,15231557,11.5,14159,America
Chile,2000,77.01,15419820,10.9,14614,America
Chile,2001,76.86,15604200,10.3,14925,America
Chile,2002,77.42,15783991,9.8,15075,America
Chile,2003,77.48,15959793,9.5,15499,America
Chile,2004,77.53,16132209,9.3,16260,America
Chile,2005,77.93,16301726,9.1,16985,America
Chile,2006,78.337,16468677,9,17554,America
Chile,2007,78.452,16633254,8.9,18278,America
Chile,2008,78.561,16795593,8.9,18698,America
Chile,2009,78.936,16955737,8.8,18329,America
Chile,2010,79.168,17113688,8.8,19204,America
Chile,2011,79.425,17269525,8.7,20141,America
Chile,2012,79.691,17423214,8.6,21050,America
Chile,2013,79.955,17574464,8.4,21746,America
China,1964,53.32072,696171650,130.77,713,East Asia & Pacific
China,1965,55.6468,710290299,115.43,772,East Asia & Pacific
China,1966,56.8032,727601056,120.8,826,East Asia & Pacific
China,1967,58.38112,747678772,126.42,719,East Asia & Pacific
China,1968,59.4052,769666505,132.3,669,East Asia & Pacific
China,1969,60.9652,792308749,119.1,732,East Asia & Pacific
China,1970,62.6508,814622841,113.3,848,East Asia & Pacific
China,1971,63.73736,836431505,107.7,876,East Asia & Pacific
China,1972,63.11888,857804035,102.1,843,East Asia & Pacific
China,1973,62.7808,878305091,96.5,894,East Asia & Pacific
China,1974,62.4996,897479153,90.9,888,East Asia & Pacific
China,1975,62.69888,915040954,85.2,920,East Asia & Pacific
China,1976,62.43736,930744699,79.8,891,East Asia & Pacific
China,1977,63.96736,944726607,74.6,904,East Asia & Pacific
China,1978,64.24432,957584105,70,1016,East Asia & Pacific
China,1979,65.08536,970179212,65.9,1059,East Asia & Pacific
China,1980,66.12216,983170638,62.4,1073,East Asia & Pacific
China,1981,66.44976,996667562,59.6,1099,East Asia & Pacific
China,1982,67.588,1010574797,57.4,1175,East Asia & Pacific
China,1983,67.848,1025090475,55.7,1229,East Asia & Pacific
China,1984,68.1,1040397958,54.6,1456,East Asia & Pacific
China,1985,68.344,1056579219,54,1557,East Asia & Pacific
China,1986,68.581,1073792041,53.7,1604,East Asia & Pacific
China,1987,68.81,1091904967,53.7,1652,East Asia & Pacific
China,1988,69.032,1110339206,53.9,1597,East Asia & Pacific
China,1989,69.248,1128297564,54,1474,East Asia & Pacific
China,1990,69.452,1145195229,53.8,1516,East Asia & Pacific
China,1991,69.638,1160799514,53.3,1634,East Asia & Pacific
China,1992,69.805,1175230312,52.4,1845,East Asia & Pacific
China,1993,69.96,1188687527,51,2078,East Asia & Pacific
China,1994,70.115,1201522570,49.3,2323,East Asia & Pacific
China,1995,70.295,1213986610,47.5,2551,East Asia & Pacific
China,1996,70.529,1226134423,45.6,2775,East Asia & Pacific
China,1997,70.832,1237849861,43.6,3000,East Asia & Pacific
China,1998,71.208,1249020152,41.5,3205,East Asia & Pacific
China,1999,71.646,1259476966,39.3,3419,East Asia & Pacific
China,2000,72.124,1269116737,36.9,3678,East Asia & Pacific
China,2001,72.609,1277903627,34.3,3955,East Asia & Pacific
China,2002,73.064,1285933789,31.6,4285,East Asia & Pacific
China,2003,73.462,1293396654,28.9,4685,East Asia & Pacific
China,2004,73.793,1300552134,26.3,5127,East Asia & Pacific
China,2005,74.053,1307593489,24,5675,East Asia & Pacific
China,2006,74.253,1314581402,21.9,6360,East Asia & Pacific
China,2007,74.418,1321481935,20.1,7225,East Asia & Pacific
China,2008,74.57,1328275524,18.5,7880,East Asia & Pacific
China,2009,74.718,1334908820,17,8565,East Asia & Pacific
China,2010,74.868,1341335152,15.7,9430,East Asia & Pacific
China,2011,75.023,1347565324,14.5,10274,East Asia & Pacific
China,2012,75.178,1353600687,13.4,11017,East Asia & Pacific
China,2013,75.331,1359368470,12.3,11805,East Asia & Pacific
Colombia,1964,58.672,18019927,116.7,3749,America
Colombia,1965,59.094,18555731,114,3777,America
Colombia,1966,59.494,19104020,111.1,3868,America
Colombia,1967,59.871,19663029,108,3893,America
Colombia,1968,60.226,20225830,104.6,4021,America
Colombia,1969,60.568,20783427,101.1,4162,America
Colombia,1970,60.903,21329811,97.6,4325,America
Colombia,1971,61.241,21861689,94,4484,America
Colombia,1972,61.591,22381887,90.4,4731,America
Colombia,1973,61.959,22898136,86.7,4952,America
Colombia,1974,62.353,23421644,82.8,5161,America
Colombia,1975,62.785,23960605,78.7,5208,America
Colombia,1976,63.265,24517307,74.3,5382,America
Colombia,1977,63.79,25089511,69.9,5544,America
Colombia,1978,64.349,25675364,65.5,5953,America
Colombia,1979,64.927,26271401,61.3,6200,America
Colombia,1980,65.501,26874906,57.4,6373,America
Colombia,1981,66.044,27485678,53.7,6441,America
Colombia,1982,66.536,28104254,50.3,6405,America
Colombia,1983,66.96,28729367,47.3,6421,America
Colombia,1984,67.311,29359535,44.6,6518,America
Colombia,1985,67.585,29993539,42.3,6613,America
Colombia,1986,67.785,30630754,40.3,6887,America
Colombia,1987,67.935,31270841,38.7,7158,America
Colombia,1988,68.058,31913250,37.4,7371,America
Colombia,1989,68.17,32557521,36.2,7519,America
Colombia,1990,68.292,33203321,35.1,7752,America
Colombia,1991,68.444,33849971,34.1,7776,America
Colombia,1992,68.632,34497319,33.1,8014,America
Colombia,1993,68.86,35146220,32.1,8052,America
Colombia,1994,69.128,35797965,31,8366,America
Colombia,1995,69.433,36453337,30,8643,America
Colombia,1996,69.761,37112621,28.9,8664,America
Colombia,1997,70.096,37775054,27.9,8804,America
Colombia,1998,70.423,38439099,26.9,8701,America
Colombia,1999,70.734,39102653,26,8194,America
Colombia,2000,71.026,39764166,25.1,8414,America
Colombia,2001,71.3,40422597,24.3,8415,America
Colombia,2002,71.562,41078136,23.6,8488,America
Colombia,2003,71.817,41731914,22.9,8683,America
Colombia,2004,72.066,42385712,22.2,9005,America
Colombia,2005,72.309,43040558,21.5,9286,America
Colombia,2006,72.545,43696540,20.9,9759,America
Colombia,2007,72.775,44352327,20.3,10278,America
Colombia,2008,72.997,45005782,19.7,10489,America
Colombia,2009,73.213,45654044,19.1,10511,America
Colombia,2010,73.424,46294841,18.5,10777,America
Colombia,2011,73.631,46927125,18,11332,America
Colombia,2012,73.835,47550708,17.4,11636,America
Colombia,2013,74.038,48165221,16.9,12054,America
Comoros,1964,45.037,207856,277.16,1342,Sub-Saharan Africa
Comoros,1965,45.44,212097,266.1,1308,Sub-Saharan Africa
Comoros,1966,45.858,216728,255.47,1416,Sub-Saharan Africa
Comoros,1967,46.295,221755,245.27,1530,Sub-Saharan Africa
Comoros,1968,46.754,227075,235.48,1494,Sub-Saharan Africa
Comoros,1969,47.23,232529,226.07,1425,Sub-Saharan Africa
Comoros,1970,47.717,238032,227.1,1425,Sub-Saharan Africa
Comoros,1971,48.204,243481,221.8,1453,Sub-Saharan Africa
Comoros,1972,48.68,249000,217.1,1452,Sub-Saharan Africa
Comoros,1973,49.139,254997,212.4,1522,Sub-Saharan Africa
Comoros,1974,49.576,262030,207.7,1525,Sub-Saharan Africa
Comoros,1975,49.993,270467,202.7,1575,Sub-Saharan Africa
Comoros,1976,50.394,280464,197.7,1523,Sub-Saharan Africa
Comoros,1977,50.786,291816,192.3,1522,Sub-Saharan Africa
Comoros,1978,51.176,304071,186.8,1504,Sub-Saharan Africa
Comoros,1979,51.569,316582,181.1,1583,Sub-Saharan Africa
Comoros,1980,51.967,328861,175.3,1636,Sub-Saharan Africa
Comoros,1981,52.375,340778,169.4,1640,Sub-Saharan Africa
Comoros,1982,52.79,352416,163.6,1686,Sub-Saharan Africa
Comoros,1983,53.209,363759,157.9,1712,Sub-Saharan Africa
Comoros,1984,53.625,374852,152.4,1730,Sub-Saharan Africa
Comoros,1985,54.029,385740,147.2,1719,Sub-Saharan Africa
Comoros,1986,54.41,396391,142.2,1703,Sub-Saharan Africa
Comoros,1987,54.761,406798,137.6,1687,Sub-Saharan Africa
Comoros,1988,55.078,417077,133.2,1689,Sub-Saharan Africa
Comoros,1989,55.362,427392,129.1,1621,Sub-Saharan Africa
Comoros,1990,55.615,437876,125.1,1595,Sub-Saharan Africa
Comoros,1991,55.846,448576,121.2,1473,Sub-Saharan Africa
Comoros,1992,56.065,459515,117.2,1561,Sub-Saharan Africa
Comoros,1993,56.282,470765,113.6,1569,Sub-Saharan Africa
Comoros,1994,56.503,482401,110.5,1451,Sub-Saharan Africa
Comoros,1995,56.729,494486,107.8,1467,Sub-Saharan Africa
Comoros,1996,56.961,507062,105.6,1413,Sub-Saharan Africa
Comoros,1997,57.196,520151,104,1434,Sub-Saharan Africa
Comoros,1998,57.431,533754,102.7,1416,Sub-Saharan Africa
Comoros,1999,57.666,547864,101.8,1407,Sub-Saharan Africa
Comoros,2000,57.9,562469,101.1,1391,Sub-Saharan Africa
Comoros,2001,58.135,577569,100.8,1517,Sub-Saharan Africa
Comoros,2002,58.37,593170,100.8,1513,Sub-Saharan Africa
Comoros,2003,58.605,609271,100.4,1505,Sub-Saharan Africa
Comoros,2004,58.84,625876,99.4,1495,Sub-Saharan Africa
Comoros,2005,59.075,642974,97.8,1498,Sub-Saharan Africa
Comoros,2006,59.309,660559,95.7,1499,Sub-Saharan Africa
Comoros,2007,59.541,678602,93.5,1472,Sub-Saharan Africa
Comoros,2008,59.771,697034,91.2,1440,Sub-Saharan Africa
Comoros,2009,59.999,715774,88.5,1431,Sub-Saharan Africa
Comoros,2010,60.223,734750,86,1426,Sub-Saharan Africa
Comoros,2011,60.444,753943,83.3,1427,Sub-Saharan Africa
Comoros,2012,60.661,773344,80.9,1435,Sub-Saharan Africa
Comoros,2013,60.874,792913,78.3,1450,Sub-Saharan Africa
"Congo, Dem. Rep.",1964,41.995,17065408,259.55,2108,Sub-Saharan Africa
"Congo, Dem. Rep.",1965,42.257,17543319,257.96,2016,Sub-Saharan Africa
"Congo, Dem. Rep.",1966,42.549,18048341,256.38,2085,Sub-Saharan Africa
"Congo, Dem. Rep.",1967,42.868,18579012,254.81,1999,Sub-Saharan Africa
"Congo, Dem. Rep.",1968,43.208,19130171,253.25,2062,Sub-Saharan Africa
"Congo, Dem. Rep.",1969,43.563,19694467,251.7,2160,Sub-Saharan Africa
"Congo, Dem. Rep.",1970,43.917,20267009,248.1,2094,Sub-Saharan Africa
"Congo, Dem. Rep.",1971,44.254,20845085,244.8,2194,Sub-Saharan Africa
"Congo, Dem. Rep.",1972,44.561,21431338,241.4,2145,Sub-Saharan Africa
"Congo, Dem. Rep.",1973,44.832,22032669,237.7,2253,Sub-Saharan Africa
"Congo, Dem. Rep.",1974,45.064,22658905,234.2,2323,Sub-Saharan Africa
"Congo, Dem. Rep.",1975,45.262,23316776,230.3,2032,Sub-Saharan Africa
"Congo, Dem. Rep.",1976,45.438,24011465,226.4,1840,Sub-Saharan Africa
"Congo, Dem. Rep.",1977,45.607,24740389,222.7,1772,Sub-Saharan Africa
"Congo, Dem. Rep.",1978,45.78,25493382,219,1628,Sub-Saharan Africa
"Congo, Dem. Rep.",1979,45.961,26255837,215.4,1575,Sub-Saharan Africa
"Congo, Dem. Rep.",1980,46.148,27018690,212,1567,Sub-Saharan Africa
"Congo, Dem. Rep.",1981,46.337,27781042,208.8,1567,Sub-Saharan Africa
"Congo, Dem. Rep.",1982,46.519,28551259,205.7,1517,Sub-Saharan Africa
"Congo, Dem. Rep.",1983,46.685,29341286,202.8,1496,Sub-Saharan Africa
"Congo, Dem. Rep.",1984,46.834,30167580,200.1,1535,Sub-Saharan Africa
"Congo, Dem. Rep.",1985,46.968,31044153,197.7,1498,Sub-Saharan Africa
"Congo, Dem. Rep.",1986,47.096,31963766,195.3,1523,Sub-Saharan Africa
"Congo, Dem. Rep.",1987,47.22,32927332,193,1517,Sub-Saharan Africa
"Congo, Dem. Rep.",1988,47.336,33965482,190.8,1478,Sub-Saharan Africa
"Congo, Dem. Rep.",1989,47.435,35117790,188.5,1410,Sub-Saharan Africa
"Congo, Dem. Rep.",1990,47.485,36406226,186.5,1270,Sub-Saharan Africa
"Congo, Dem. Rep.",1991,47.45,37856212,184.3,1120,Sub-Saharan Africa
"Congo, Dem. Rep.",1992,47.316,39443819,182.3,963,Sub-Saharan Africa
